text,doctor
"""itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,abdominal_pain""",Gastroenterologist
"""joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking""",General Physician
"""itching,skin_rash,stomach_pain,spotting__urination""",Gastroenterologist
"""fatigue,yellowish_skin,loss_of_appetite,yellowing_of_eyes,family_history""",Dermatologist
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus""",General Physician
"""burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine""",General Physician
"""headache,chest_pain,dizziness,lack_of_concentration""",General Physician
"""vomiting,breathlessness,sweating,chest_pain""",Gastroenterologist
"""I've been feeling really grumpy and gloomy lately, and I've also noticed a change in my vision. I think it might be a migraine.""",General Physician
"""itching,skin_rash,nodal_skin_eruptions,dischromic__patches""",Dermatologist
"""fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression",ENT
"""bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine""",General Physician
"""continuous_sneezing,shivering,chills,watering_from_eyes""",ENT
"""cough,high_fever,breathlessness,family_history,mucoid_sputum""",General Physician
"""My skin has been acting up lately",Dermatologist
"""back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance""",General Physician
"""vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching""",Gastroenterologist
"""I've been feeling really tired and weak",General Physician
"""acidity,indigestion,headache,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances""",Gastroenterologist
"""Signs and symptoms of constipation in children may include: Less than three bowel movements a week Bowel movements that are hard",General Physician
"""itching,skin_rash,fatigue,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body""",Dermatologist
"""acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances""",Gastroenterologist
"""Polyhydramnios symptoms result from pressure being exerted within the uterus and on nearby organs. Mild polyhydramnios may cause few — if any — signs",Gynecologist
"""muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts""",ENT
"""headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration""",General Physician
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus""",General Physician
"""I have been having back pain, a cough, and weakness in my muscles. My neck is sore and I have been dizzy and unsteady.""",Orthopedic
"""chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain""",Gastroenterologist
"""breathlessness,sweating,chest_pain""",General Physician
"""vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching""",Gastroenterologist
"""fatigue,yellowish_skin,nausea,loss_of_appetite,family_history""",Dermatologist
I have these cramps in my calves that are really painful. They come on suddenly and last for several minutes. They're making it hard for me to walk an,General Physician
"""Early indications of mixed connective tissue disease can include: General feeling of being unwell. This can include increased fatigue and a mild fev",General Physician
"""itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise",Dermatologist
"""burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine""",General Physician
"""joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking""",General Physician
"""headache,chest_pain,loss_of_balance,lack_of_concentration""",General Physician
"""continuous_sneezing,shivering,watering_from_eyes""",ENT
"""skin_rash,pus_filled_pimples,blackheads,scurring""",Dermatologist
"""itching,skin_rash,stomach_pain,burning_micturition,spotting__urination""",Gastroenterologist
I have rashes on my skin that are itchy and I have a fever. I don't know what's causing it.,Dermatologist
"""vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability",Psychiatrist
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum""",General Physician
"""chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes",Gastroenterologist
"""chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes",Gastroenterologist
"""itching,vomiting,yellowish_skin,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""joint_pain,vomiting,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
Signs and symptoms of ureteral cancer include: Blood in urine Back pain Pain when urinating Losing weight without trying Fatigue ,Orthopedic
I have a lot of sneezing and a sore throat. My lips and the area around my eyes sometimes swell up. I can't stop sneezing once I start.,ENT
"""           Bone spurs on spine       Open pop-up dialog box          Close     Bone spurs on spine  Bone spurs on spine In osteoarthritis of the spin",General Physician
"""Type 2 diabetes in children may develop so gradually that there are no noticeable symptoms. Sometimes",General Physician
"""acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances""",Gastroenterologist
"""chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,belly_pain""",Gastroenterologist
"""fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""skin_rash,pus_filled_pimples,blackheads""",Dermatologist
"""stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain""",Gastroenterologist
"""I have been feeling really sick lately. I have been vomiting, I am tired all the time, and I have lost a lot of weight. My skin has turned yellow",Gastroenterologist
"""chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes",Gastroenterologist
"""Signs of transposition of the great arteries may be detected during certain routine screening tests done during pregnancy. However",Gynecologist
"""Symptoms include uncontrolled spasms in your diaphragm and a """"hic"""" sound. Sometimes you may feel a slight tightening sensation in your chest",General Physician
I have been having a problem with my pee. It smells funny and sometimes it is red or black. I also have been having trouble sleeping because my body t,General Physician
"""muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts""",ENT
I have a high fever and a severe headache. My body aches and I feel chills every night. I also have a pain behind my eyes.,General Physician
"""back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance""",General Physician
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history""",Dermatologist
"""patches_in_throat,high_fever,extra_marital_contacts""",ENT
"""acidity,ulcers_on_tongue,vomiting,cough,chest_pain""",Gastroenterologist
"""itching,fatigue,lethargy,yellowish_skin,dark_urine,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion",Dermatologist
"""chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum""",General Physician
"""vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability",Psychiatrist
"""fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum""",General Physician
"""vomiting,breathlessness,sweating,chest_pain""",Gastroenterologist
"""vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability",Psychiatrist
"""I've been feeling really cold, and I'm so tired. I can't seem to shake this cough, and it hurts when I cough. My chest aches",ENT
"""fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history""",Dermatologist
"""itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain""",Gastroenterologist
"""fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation""",General Physician
"""chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes",Gastroenterologist
"""vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
"""skin_rash,pus_filled_pimples,scurring""",Dermatologist
"""acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances""",Gastroenterologist
"""headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration""",General Physician
"""Most kids are fully toilet trained by age 5, but there's really no target date for developing complete bladder control. Between the ages of 5 and 7",General Physician
"""Many babies born with atrial septal defects have no signs or symptoms. Signs or symptoms can begin in adulthood. Atrial septal defect signs and sympt",General Physician
"""I have been having back pain, a productive cough, and limb weakness. I also have balance and dizzy concerns, and my neck hurts.""",Orthopedic
"""skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body""",Dermatologist
"""stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain""",Gastroenterologist
"""I have to go to the bathroom a lot, but only a few drops of urine come out. I have severe stomach pains and an overwhelming urge to urinate.""",Gastroenterologist
"""fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance""",General Physician
"""muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking""",Orthopedic
"""vomiting,headache,weakness_of_one_body_side,altered_sensorium""",Gastroenterologist
"""I often have a burning sensation in my throat, especially after eating. I also sometimes get a bitter or sour aftertaste that makes me feel sick.""",ENT
"""joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes""",Gastroenterologist
I've been feeling really tired and sick. My throat is really sore and I've been coughing a lot. My nose is really stuffy and I have a lot of pressure,ENT
"""vomiting,breathlessness,sweating,chest_pain""",Gastroenterologist
"""joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain""",Gastroenterologist
"""skin_rash,high_fever,blister,red_sore_around_nose""",Dermatologist
"""A cold sore usually passes through several stages: Tingling and itching. Many people feel itching",ENT
"""itching,nodal_skin_eruptions,dischromic__patches""",Dermatologist
"""stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain""",Gastroenterologist
"""I'm feeling really sick. I have a fever, and I'm dizzy and nauseous. My head is pounding, and my heart is racing. I can't think straight",General Physician
"""skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails""",Dermatologist
"""fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum""",General Physician
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus""",General Physician
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool""",General Physician
"""One of the most common signs of primary immunodeficiency is having infections that are more frequent",General Physician
"""vomiting,sunken_eyes,diarrhoea""",Gastroenterologist
"""Bile reflux can be difficult to distinguish from gastric acid reflux. The signs and symptoms are similar",Gastroenterologist
"""I have heartburn and indigestion. I frequently vomit everything I eat",General Physician
"""shivering,chills,watering_from_eyes""",General Physician
"""fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf""",General Physician
"""joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma",Gastroenterologist
"""fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation""",General Physician
"""chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes",Gastroenterologist
"""constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus""",General Physician
"""skin_rash,blister,red_sore_around_nose,yellow_crust_ooze""",Dermatologist
"""chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),belly_pain""",Gastroenterologist
